Date,Product_ID,Product_Name,Product_Category,Product_Cost,Product_Price,Units,Actual_Product_Price,Revenue,xRevenue,Profit
2022-06-09,6,Colorbuds,Electronics,6.99,14.99,211,14.6,3080.6,3162.89,1605.7099999999998
2022-06-09,7,Dart Gun,Sports & Outdoors,11.99,15.99,39,15.890000000000002,619.71,623.61,152.10000000000002
2022-06-09,8,Deck Of Cards,Games,3.99,6.99,56,6.93,388.08,391.44,164.64
2022-06-09,9,Dino Egg,Toys,9.99,10.99,24,10.71,257.04,263.76,17.280000000000015
2022-06-09,10,Dinosaur Figures,Toys,10.99,14.99,33,14.53,479.48999999999995,494.67,116.81999999999996
2022-06-09,14,Glass Marbles,Games,5.99,10.99,93,10.94,1017.42,1022.07,460.3499999999999
2022-06-09,15,Hot Wheels 5-Pack,Toys,3.99,5.99,31,5.72,177.32,185.69,53.62999999999999
2022-06-09,16,Jenga,Games,2.99,9.99,81,9.66,782.46,809.19,540.27
2022-06-09,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,103,18.89,1945.67,2058.97,504.70000000000005
2022-06-09,18,Lego Bricks,Toys,34.99,38.99,110,36.98,4067.7999999999997,4288.900000000001,218.89999999999944
2022-06-09,24,Nerf Gun,Sports & Outdoors,14.99,18.99,19,17.85,339.15000000000003,360.80999999999995,54.340000000000025
2022-06-09,25,PlayDoh Can,Art & Crafts,1.99,2.99,247,2.98,736.06,738.5300000000001,244.53
2022-06-09,26,PlayDoh Playset,Art & Crafts,20.99,24.99,23,24.6,565.8000000000001,574.77,83.03000000000007
2022-06-09,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,183,4.49,821.6700000000001,821.6700000000001,183.0
2022-06-09,30,Rubik's Cube,Games,16.99,18.99,23,18.99,436.77,436.77,46.0
2022-06-09,31,Splash Balls,Sports & Outdoors,7.99,8.99,203,8.56,1737.68,1824.97,115.71000000000006
2022-06-09,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,30,13.640000000000002,409.20000000000005,419.7,79.50000000000001
2022-06-09,33,Teddy Bear,Toys,10.99,12.49,12,11.99,143.88,149.88,12.0
2022-06-09,34,Toy Robot,Electronics,20.99,25.99,39,25.92,1010.8800000000001,1013.6099999999999,192.27000000000012
2022-06-10,1,Action Figure,Toys,9.99,15.99,210,15.69,3294.9,3357.9,1196.9999999999998
2022-06-10,2,Animal Figures,Toys,9.99,12.99,97,12.6,1222.2,1260.03,253.16999999999996
2022-06-10,4,Chutes & Ladders,Games,9.99,12.99,12,12.28,147.35999999999999,155.88,27.47999999999999
2022-06-10,5,Classic Dominoes,Games,7.99,9.99,8,9.87,78.96,79.92,15.039999999999992
2022-06-10,6,Colorbuds,Electronics,6.99,14.99,131,14.91,1953.21,1963.69,1037.52
2022-06-10,7,Dart Gun,Sports & Outdoors,11.99,15.99,62,15.59,966.5799999999999,991.38,223.2
2022-06-10,8,Deck Of Cards,Games,3.99,6.99,214,6.84,1463.76,1495.8600000000001,609.9
2022-06-10,9,Dino Egg,Toys,9.99,10.99,9,10.97,98.73,98.91,8.820000000000004
2022-06-10,10,Dinosaur Figures,Toys,10.99,14.99,137,14.64,2005.68,2053.63,500.05000000000007
2022-06-10,14,Glass Marbles,Games,5.99,10.99,45,10.890000000000002,490.05,494.55,220.50000000000003
2022-06-10,15,Hot Wheels 5-Pack,Toys,3.99,5.99,33,5.76,190.07999999999998,197.67000000000002,58.40999999999998
2022-06-10,16,Jenga,Games,2.99,9.99,11,9.34,102.74,109.89,69.85
2022-06-10,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,55,19.99,1099.4499999999998,1099.4499999999998,329.9999999999999
2022-06-10,18,Lego Bricks,Toys,34.99,38.99,91,38.96,3545.36,3548.09,361.26999999999987
2022-06-10,20,Mini Basketball Hoop,Sports & Outdoors,8.99,23.99,16,22.79,364.64,383.84,220.79999999999998
2022-06-10,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,13,9.58,124.54,129.87,33.67
2022-06-10,22,Monopoly,Games,13.99,18.99,16,18.64,298.24,303.84,74.4
2022-06-10,24,Nerf Gun,Sports & Outdoors,14.99,18.99,32,17.76,568.32,607.68,88.64000000000004
2022-06-10,25,PlayDoh Can,Art & Crafts,1.99,2.99,187,2.96,553.52,559.13,181.39000000000001
2022-06-10,26,PlayDoh Playset,Art & Crafts,20.99,24.99,70,24.8,1736.0,1749.3,266.70000000000016
2022-06-10,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,57,4.43,252.51,255.93,53.57999999999997
2022-06-10,30,Rubik's Cube,Games,16.99,18.99,55,18.53,1019.1500000000001,1044.4499999999998,84.70000000000014
2022-06-10,31,Splash Balls,Sports & Outdoors,7.99,8.99,315,8.98,2828.7000000000003,2831.85,311.8500000000001
2022-06-10,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,94,13.969999999999999,1313.18,1315.06,280.12000000000006
2022-06-10,33,Teddy Bear,Toys,10.99,12.49,25,12.24,306.0,312.25,31.25
2022-06-10,34,Toy Robot,Electronics,20.99,25.99,37,25.75,952.75,961.63,176.12000000000006
2022-06-11,1,Action Figure,Toys,9.99,15.99,186,15.96,2968.56,2974.14,1110.42
2022-06-11,2,Animal Figures,Toys,9.99,12.99,126,12.53,1578.78,1636.74,320.0399999999999
2022-06-11,4,Chutes & Ladders,Games,9.99,12.99,5,12.6,63.0,64.95,13.049999999999997
2022-06-11,6,Colorbuds,Electronics,6.99,14.99,93,14.959999999999999,1391.28,1394.07,741.21
2022-06-11,7,Dart Gun,Sports & Outdoors,11.99,15.99,75,15.78,1183.5,1199.25,284.24999999999994
2022-06-11,8,Deck Of Cards,Games,3.99,6.99,264,6.91,1824.24,1845.3600000000001,770.88
2022-06-11,9,Dino Egg,Toys,9.99,10.99,23,10.95,251.85,252.77,22.079999999999977
2022-06-11,10,Dinosaur Figures,Toys,10.99,14.99,31,14.2,440.2,464.69,99.50999999999998
2022-06-11,14,Glass Marbles,Games,5.99,10.99,58,10.24,593.92,637.42,246.5
2022-06-11,15,Hot Wheels 5-Pack,Toys,3.99,5.99,35,5.83,204.05,209.65,64.39999999999999
2022-06-11,16,Jenga,Games,2.99,9.99,26,9.879999999999999,256.88,259.74,179.14000000000001
2022-06-11,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,29,18.7,542.3,579.7099999999999,136.58999999999997
2022-06-11,18,Lego Bricks,Toys,34.99,38.99,220,37.63,8278.6,8577.800000000001,580.8000000000002
2022-06-11,20,Mini Basketball Hoop,Sports & Outdoors,8.99,23.99,28,23.73,664.44,671.7199999999999,412.72
2022-06-11,22,Monopoly,Games,13.99,18.99,12,18.98,227.76,227.88,59.88
2022-06-11,24,Nerf Gun,Sports & Outdoors,14.99,18.99,29,18.65,540.8499999999999,550.7099999999999,106.13999999999996
2022-06-11,25,PlayDoh Can,Art & Crafts,1.99,2.99,210,2.82,592.1999999999999,627.9000000000001,174.29999999999995
2022-06-11,26,PlayDoh Playset,Art & Crafts,20.99,24.99,2,24.4,48.8,49.98,6.82
2022-06-11,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,43,4.42,190.06,193.07000000000002,39.98999999999999
2022-06-11,30,Rubik's Cube,Games,16.99,18.99,54,18.71,1010.34,1025.4599999999998,92.88000000000014
2022-06-11,31,Splash Balls,Sports & Outdoors,7.99,8.99,193,8.97,1731.2100000000003,1735.07,189.14000000000007
2022-06-11,33,Teddy Bear,Toys,10.99,12.49,34,12.480000000000002,424.32,424.66,50.66000000000001
2022-06-11,34,Toy Robot,Electronics,20.99,25.99,2,25.97,51.94,51.98,9.96
2022-06-11,35,Uno Card Game,Games,3.99,7.99,6,7.5,45.0,47.94,21.06
2022-06-12,1,Action Figure,Toys,9.99,15.99,149,15.98,2381.02,2382.51,892.51
2022-06-12,2,Animal Figures,Toys,9.99,12.99,39,12.99,506.61,506.61,117.0
2022-06-12,6,Colorbuds,Electronics,6.99,14.99,108,14.84,1602.7199999999998,1618.92,847.8
2022-06-12,7,Dart Gun,Sports & Outdoors,11.99,15.99,62,15.96,989.5200000000001,991.38,246.14000000000004
2022-06-12,8,Deck Of Cards,Games,3.99,6.99,102,6.650000000000001,678.3000000000001,712.98,271.32
2022-06-12,10,Dinosaur Figures,Toys,10.99,14.99,22,14.9,327.8,329.78000000000003,86.02000000000001
2022-06-12,14,Glass Marbles,Games,5.99,10.99,70,10.63,744.1,769.3,324.80000000000007
2022-06-12,15,Hot Wheels 5-Pack,Toys,3.99,5.99,33,5.89,194.36999999999998,197.67000000000002,62.69999999999998
2022-06-12,16,Jenga,Games,2.99,9.99,19,9.98,189.62,189.81,132.81
2022-06-12,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,24,19.34,464.15999999999997,479.76,128.39999999999998
2022-06-12,18,Lego Bricks,Toys,34.99,38.99,90,38.66,3479.3999999999996,3509.1000000000004,330.2999999999995
2022-06-12,24,Nerf Gun,Sports & Outdoors,14.99,18.99,36,18.72,673.92,683.64,134.27999999999994
2022-06-12,25,PlayDoh Can,Art & Crafts,1.99,2.99,134,2.79,373.86,400.66,107.2
2022-06-12,26,PlayDoh Playset,Art & Crafts,20.99,24.99,13,23.61,306.93,324.87,34.06000000000002
2022-06-12,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,29,4.22,122.38,130.21,21.169999999999987
2022-06-12,30,Rubik's Cube,Games,16.99,18.99,39,18.63,726.5699999999999,740.6099999999999,63.96000000000002
2022-06-12,31,Splash Balls,Sports & Outdoors,7.99,8.99,54,8.6,464.4,485.46,32.93999999999997
2022-06-12,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,15,13.96,209.4,209.85,44.55000000000001
2022-06-12,34,Toy Robot,Electronics,20.99,25.99,32,25.27,808.64,831.68,136.96000000000004
2022-06-12,35,Uno Card Game,Games,3.99,7.99,9,7.699999999999999,69.3,71.91,33.39
2022-06-13,1,Action Figure,Toys,9.99,15.99,140,15.990000000000002,2238.6,2238.6,840.0
2022-06-13,2,Animal Figures,Toys,9.99,12.99,109,12.95,1411.55,1415.91,322.6399999999999
2022-06-13,4,Chutes & Ladders,Games,9.99,12.99,21,12.309999999999999,258.51,272.79,48.720000000000006
2022-06-13,5,Classic Dominoes,Games,7.99,9.99,19,9.58,182.02,189.81,30.209999999999997
2022-06-13,6,Colorbuds,Electronics,6.99,14.99,244,14.32,3494.08,3657.56,1788.52
2022-06-13,7,Dart Gun,Sports & Outdoors,11.99,15.99,57,15.97,910.2900000000001,911.43,226.86
2022-06-13,9,Dino Egg,Toys,9.99,10.99,25,10.45,261.25,274.75,11.499999999999977
2022-06-13,10,Dinosaur Figures,Toys,10.99,14.99,19,14.76,280.44,284.81,71.63
2022-06-13,14,Glass Marbles,Games,5.99,10.99,61,10.3,628.3000000000001,670.39,262.91
2022-06-13,15,Hot Wheels 5-Pack,Toys,3.99,5.99,36,5.98,215.28000000000003,215.64000000000001,71.64000000000001
2022-06-13,16,Jenga,Games,2.99,9.99,14,9.67,135.38,139.86,93.52
2022-06-13,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,24,19.43,466.32,479.76,130.56
2022-06-13,18,Lego Bricks,Toys,34.99,38.99,61,38.99,2378.39,2378.39,244.0
2022-06-13,20,Mini Basketball Hoop,Sports & Outdoors,8.99,23.99,21,23.72,498.12,503.78999999999996,309.33
2022-06-13,24,Nerf Gun,Sports & Outdoors,14.99,18.99,14,18.890000000000004,264.46000000000004,265.85999999999996,54.60000000000001
2022-06-13,25,PlayDoh Can,Art & Crafts,1.99,2.99,50,2.95,147.50000000000003,149.5,48.000000000000014
2022-06-13,26,PlayDoh Playset,Art & Crafts,20.99,24.99,24,24.42,586.08,599.76,82.32000000000008
2022-06-13,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,20,4.36,87.2,89.80000000000001,17.400000000000002
2022-06-13,30,Rubik's Cube,Games,16.99,18.99,11,18.99,208.89,208.89,22.0
2022-06-13,31,Splash Balls,Sports & Outdoors,7.99,8.99,110,8.75,962.5,988.9,83.59999999999998
2022-06-13,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,24,13.51,324.24,335.76,60.47999999999999
2022-06-13,33,Teddy Bear,Toys,10.99,12.49,33,12.48,411.84000000000003,412.17,49.17000000000001
2022-06-13,34,Toy Robot,Electronics,20.99,25.99,5,25.96,129.8,129.95,24.850000000000012
2022-06-14,1,Action Figure,Toys,9.99,15.99,85,15.960000000000003,1356.6000000000001,1359.15,507.45000000000005
2022-06-14,2,Animal Figures,Toys,9.99,12.99,88,12.59,1107.92,1143.12,228.79999999999995
2022-06-14,4,Chutes & Ladders,Games,9.99,12.99,21,12.28,257.88,272.79,48.08999999999998
2022-06-14,5,Classic Dominoes,Games,7.99,9.99,13,9.98,129.74,129.87,25.870000000000005
2022-06-14,6,Colorbuds,Electronics,6.99,14.99,264,14.83,3915.12,3957.36,2069.7599999999998
2022-06-14,7,Dart Gun,Sports & Outdoors,11.99,15.99,111,15.66,1738.26,1774.89,407.37
2022-06-14,8,Deck Of Cards,Games,3.99,6.99,162,6.81,1103.22,1132.38,456.8399999999999
2022-06-14,9,Dino Egg,Toys,9.99,10.99,30,10.26,307.8,329.7,8.099999999999987
2022-06-14,10,Dinosaur Figures,Toys,10.99,14.99,17,14.590000000000002,248.03,254.83,61.199999999999996
2022-06-14,15,Hot Wheels 5-Pack,Toys,3.99,5.99,10,5.96,59.6,59.900000000000006,19.699999999999996
2022-06-14,16,Jenga,Games,2.99,9.99,25,9.62,240.49999999999997,249.75,165.74999999999997
2022-06-14,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,32,19.89,636.48,639.68,188.8
2022-06-14,18,Lego Bricks,Toys,34.99,38.99,138,38.55,5319.9,5380.62,491.27999999999935
2022-06-14,24,Nerf Gun,Sports & Outdoors,14.99,18.99,34,17.77,604.1800000000001,645.66,94.51999999999998
2022-06-14,25,PlayDoh Can,Art & Crafts,1.99,2.99,180,2.97,534.6,538.2,176.40000000000003
2022-06-14,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,51,4.46,227.46,228.99,49.469999999999985
2022-06-14,29,Plush Pony,Toys,8.99,19.49,20,19.4,388.0,389.79999999999995,208.19999999999996
2022-06-14,30,Rubik's Cube,Games,16.99,18.99,66,18.75,1237.5,1253.34,116.16000000000011
2022-06-14,31,Splash Balls,Sports & Outdoors,7.99,8.99,118,8.99,1060.82,1060.82,118.0
2022-06-14,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,7,13.429999999999998,94.00999999999999,97.93,17.08
2022-06-14,34,Toy Robot,Electronics,20.99,25.99,42,24.22,1017.24,1091.58,135.66000000000003
2022-06-15,1,Action Figure,Toys,9.99,15.99,76,15.1,1147.6,1215.24,388.35999999999996
2022-06-15,2,Animal Figures,Toys,9.99,12.99,87,12.78,1111.86,1130.13,242.72999999999993
2022-06-15,4,Chutes & Ladders,Games,9.99,12.99,7,12.95,90.64999999999999,90.93,20.71999999999999
2022-06-15,6,Colorbuds,Electronics,6.99,14.99,236,14.4,3398.4,3537.64,1748.76
2022-06-15,7,Dart Gun,Sports & Outdoors,11.99,15.99,88,15.08,1327.04,1407.12,271.91999999999996
2022-06-15,8,Deck Of Cards,Games,3.99,6.99,71,6.92,491.32,496.29,208.02999999999997
2022-06-15,9,Dino Egg,Toys,9.99,10.99,20,10.98,219.60000000000002,219.8,19.800000000000004
2022-06-15,10,Dinosaur Figures,Toys,10.99,14.99,35,14.81,518.35,524.65,133.70000000000002
2022-06-15,14,Glass Marbles,Games,5.99,10.99,49,10.880000000000003,533.12,538.51,239.61
2022-06-15,15,Hot Wheels 5-Pack,Toys,3.99,5.99,65,5.92,384.8,389.35,125.44999999999999
2022-06-15,16,Jenga,Games,2.99,9.99,90,9.76,878.4,899.1,609.3
2022-06-15,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,85,19.9,1691.4999999999998,1699.1499999999999,502.34999999999985
2022-06-15,18,Lego Bricks,Toys,34.99,38.99,168,38.84,6525.120000000001,6550.320000000001,646.8000000000002
2022-06-15,20,Mini Basketball Hoop,Sports & Outdoors,8.99,23.99,2,23.65,47.3,47.98,29.319999999999997
2022-06-15,25,PlayDoh Can,Art & Crafts,1.99,2.99,195,2.93,571.35,583.0500000000001,183.30000000000004
2022-06-15,26,PlayDoh Playset,Art & Crafts,20.99,24.99,1,24.52,24.52,24.99,3.530000000000001
2022-06-15,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,106,4.4,466.40000000000003,475.94,96.46000000000001
2022-06-15,29,Plush Pony,Toys,8.99,19.49,32,18.78,600.96,623.68,313.28000000000003
2022-06-15,30,Rubik's Cube,Games,16.99,18.99,59,18.3,1079.7,1120.4099999999999,77.29000000000013
2022-06-15,31,Splash Balls,Sports & Outdoors,7.99,8.99,265,8.75,2318.75,2382.35,201.39999999999995
2022-06-15,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,6,13.979999999999999,83.88,83.94,17.94
2022-06-15,33,Teddy Bear,Toys,10.99,12.49,7,11.73,82.11,87.43,5.1800000000000015
2022-06-15,34,Toy Robot,Electronics,20.99,25.99,14,24.88,348.32,363.85999999999996,54.46000000000001
2022-06-16,1,Action Figure,Toys,9.99,15.99,170,15.920000000000002,2706.4,2718.3,1008.0999999999999
2022-06-16,2,Animal Figures,Toys,9.99,12.99,67,12.99,870.33,870.33,201.0
2022-06-16,6,Colorbuds,Electronics,6.99,14.99,191,14.97,2859.27,2863.09,1524.18
2022-06-16,7,Dart Gun,Sports & Outdoors,11.99,15.99,19,15.86,301.34,303.81,73.52999999999999
2022-06-16,8,Deck Of Cards,Games,3.99,6.99,128,6.96,890.88,894.72,380.15999999999997
2022-06-16,9,Dino Egg,Toys,9.99,10.99,21,10.95,229.95,230.79,20.159999999999982
2022-06-16,10,Dinosaur Figures,Toys,10.99,14.99,45,14.8,666.0,674.55,171.45000000000002
2022-06-16,14,Glass Marbles,Games,5.99,10.99,33,10.75,354.75,362.67,157.07999999999998
2022-06-16,16,Jenga,Games,2.99,9.99,25,9.96,249.00000000000003,249.75,174.25000000000003
2022-06-16,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,73,18.75,1368.75,1459.27,347.47999999999996
2022-06-16,18,Lego Bricks,Toys,34.99,38.99,120,37.16,4459.2,4678.8,260.39999999999935
2022-06-16,20,Mini Basketball Hoop,Sports & Outdoors,8.99,23.99,26,23.050000000000004,599.3000000000001,623.74,365.56
2022-06-16,22,Monopoly,Games,13.99,18.99,23,18.98,436.54,436.77,114.77000000000001
2022-06-16,24,Nerf Gun,Sports & Outdoors,14.99,18.99,46,18.54,852.8399999999999,873.54,163.29999999999995
2022-06-16,25,PlayDoh Can,Art & Crafts,1.99,2.99,126,2.89,364.14,376.74,113.40000000000002
2022-06-16,26,PlayDoh Playset,Art & Crafts,20.99,24.99,22,24.99,549.78,549.78,88.0
2022-06-16,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,56,4.49,251.44,251.44,56.0
2022-06-16,29,Plush Pony,Toys,8.99,19.49,23,19.49,448.27,448.27,241.49999999999997
2022-06-16,30,Rubik's Cube,Games,16.99,18.99,29,18.729999999999997,543.17,550.7099999999999,50.46000000000006
2022-06-16,31,Splash Balls,Sports & Outdoors,7.99,8.99,185,8.93,1652.05,1663.15,173.89999999999992
2022-06-16,34,Toy Robot,Electronics,20.99,25.99,16,25.71,411.36,415.84,75.52000000000004
2022-06-17,1,Action Figure,Toys,9.99,15.99,90,15.85,1426.5,1439.1,527.4
2022-06-17,2,Animal Figures,Toys,9.99,12.99,108,12.4,1339.2,1402.92,260.28000000000003
2022-06-17,4,Chutes & Ladders,Games,9.99,12.99,30,12.92,387.6,389.7,87.89999999999999
2022-06-17,5,Classic Dominoes,Games,7.99,9.99,53,9.97,528.4100000000001,529.47,104.94000000000003
2022-06-17,6,Colorbuds,Electronics,6.99,14.99,272,14.36,3905.92,4077.28,2004.6399999999999
2022-06-17,7,Dart Gun,Sports & Outdoors,11.99,15.99,46,15.39,707.94,735.54,156.4
2022-06-17,8,Deck Of Cards,Games,3.99,6.99,209,6.98,1458.8200000000002,1460.91,624.9100000000001
2022-06-17,10,Dinosaur Figures,Toys,10.99,14.99,117,14.88,1740.96,1753.83,455.13000000000005
2022-06-17,14,Glass Marbles,Games,5.99,10.99,53,10.99,582.47,582.47,265.0
2022-06-17,15,Hot Wheels 5-Pack,Toys,3.99,5.99,31,5.88,182.28,185.69,58.58999999999999
2022-06-17,16,Jenga,Games,2.99,9.99,77,9.81,755.37,769.23,525.14
2022-06-17,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,79,19.87,1569.73,1579.2099999999998,464.52000000000004
2022-06-17,18,Lego Bricks,Toys,34.99,38.99,131,38.68,5067.08,5107.6900000000005,483.3899999999997
2022-06-17,20,Mini Basketball Hoop,Sports & Outdoors,8.99,23.99,4,23.78,95.12,95.96,59.160000000000004
2022-06-17,21,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,24,9.79,234.95999999999998,239.76,67.19999999999997
2022-06-17,24,Nerf Gun,Sports & Outdoors,14.99,18.99,47,18.88,887.36,892.53,182.82999999999996
2022-06-17,25,PlayDoh Can,Art & Crafts,1.99,2.99,135,2.97,400.95,403.65000000000003,132.3
2022-06-17,26,PlayDoh Playset,Art & Crafts,20.99,24.99,6,24.899999999999995,149.39999999999998,149.94,23.46
2022-06-17,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,70,4.19,293.3,314.3,49.000000000000014
2022-06-17,29,Plush Pony,Toys,8.99,19.49,8,19.3,154.4,155.92,82.48
2022-06-17,30,Rubik's Cube,Games,16.99,18.99,49,18.28,895.72,930.5099999999999,63.210000000000136
2022-06-17,31,Splash Balls,Sports & Outdoors,7.99,8.99,325,8.9,2892.5,2921.75,295.75000000000006
2022-06-17,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,15,13.34,200.1,209.85,35.24999999999999
2022-06-17,33,Teddy Bear,Toys,10.99,12.49,20,11.93,238.6,249.8,18.79999999999999
2022-06-17,34,Toy Robot,Electronics,20.99,25.99,33,25.38,837.54,857.67,144.87
2022-06-18,1,Action Figure,Toys,9.99,15.99,180,15.98,2876.4,2878.2,1078.2
2022-06-18,2,Animal Figures,Toys,9.99,12.99,95,12.45,1182.75,1234.05,233.6999999999999
2022-06-18,4,Chutes & Ladders,Games,9.99,12.99,9,12.4,111.60000000000001,116.91,21.69
2022-06-18,5,Classic Dominoes,Games,7.99,9.99,19,9.76,185.44,189.81,33.629999999999995
2022-06-18,6,Colorbuds,Electronics,6.99,14.99,155,14.93,2314.15,2323.45,1230.6999999999998
2022-06-18,7,Dart Gun,Sports & Outdoors,11.99,15.99,108,15.5,1674.0,1726.92,379.08
2022-06-18,8,Deck Of Cards,Games,3.99,6.99,300,6.93,2079.0,2097.0,881.9999999999999
2022-06-18,9,Dino Egg,Toys,9.99,10.99,6,10.33,61.980000000000004,65.94,2.039999999999999
2022-06-18,10,Dinosaur Figures,Toys,10.99,14.99,119,14.66,1744.54,1783.81,436.73
2022-06-18,14,Glass Marbles,Games,5.99,10.99,74,10.99,813.26,813.26,370.0
2022-06-18,15,Hot Wheels 5-Pack,Toys,3.99,5.99,29,5.96,172.84,173.71,57.129999999999995
2022-06-18,16,Jenga,Games,2.99,9.99,8,9.92,79.36,79.92,55.44
2022-06-18,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,90,19.15,1723.4999999999998,1799.1,464.39999999999986
2022-06-18,18,Lego Bricks,Toys,34.99,38.99,210,37.12,7795.2,8187.900000000001,447.29999999999905
2022-06-18,20,Mini Basketball Hoop,Sports & Outdoors,8.99,23.99,29,23.31,675.99,695.7099999999999,415.28
2022-06-18,22,Monopoly,Games,13.99,18.99,335,17.83,5973.049999999999,6361.65,1286.3999999999994
2022-06-18,24,Nerf Gun,Sports & Outdoors,14.99,18.99,60,18.89,1133.4,1139.3999999999999,234.00000000000003
2022-06-18,25,PlayDoh Can,Art & Crafts,1.99,2.99,220,2.88,633.6,657.8000000000001,195.79999999999998
2022-06-18,26,PlayDoh Playset,Art & Crafts,20.99,24.99,33,24.57,810.8100000000001,824.67,118.14000000000006
2022-06-18,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,55,4.45,244.75,246.95000000000002,52.8
2022-06-18,29,Plush Pony,Toys,8.99,19.49,32,18.95,606.4,623.68,318.71999999999997
2022-06-18,30,Rubik's Cube,Games,16.99,18.99,53,18.92,1002.7600000000001,1006.4699999999999,102.29000000000018
2022-06-18,31,Splash Balls,Sports & Outdoors,7.99,8.99,270,8.62,2327.3999999999996,2427.3,170.09999999999974
2022-06-18,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,1,13.13,13.13,13.99,2.1400000000000006
2022-06-18,34,Toy Robot,Electronics,20.99,25.99,13,24.48,318.24,337.87,45.370000000000026
2022-06-18,35,Uno Card Game,Games,3.99,7.99,5,7.82,39.1,39.95,19.15
2022-06-19,1,Action Figure,Toys,9.99,15.99,172,15.93,2739.96,2750.28,1021.68
2022-06-19,2,Animal Figures,Toys,9.99,12.99,29,12.72,368.88,376.71000000000004,79.17000000000002
2022-06-19,5,Classic Dominoes,Games,7.99,9.99,11,9.76,107.36,109.89,19.469999999999995
2022-06-19,6,Colorbuds,Electronics,6.99,14.99,244,14.51,3540.44,3657.56,1834.8799999999999
2022-06-19,7,Dart Gun,Sports & Outdoors,11.99,15.99,74,15.02,1111.48,1183.26,224.21999999999994
2022-06-19,8,Deck Of Cards,Games,3.99,6.99,223,6.91,1540.93,1558.77,651.16
2022-06-19,9,Dino Egg,Toys,9.99,10.99,12,10.85,130.2,131.88,10.319999999999993
2022-06-19,10,Dinosaur Figures,Toys,10.99,14.99,55,14.23,782.65,824.45,178.20000000000002
2022-06-19,14,Glass Marbles,Games,5.99,10.99,14,10.64,148.96,153.86,65.10000000000001
2022-06-19,15,Hot Wheels 5-Pack,Toys,3.99,5.99,6,5.989999999999999,35.94,35.94,12.0
2022-06-19,16,Jenga,Games,2.99,9.99,9,9.86,88.74,89.91,61.82999999999999
2022-06-19,17,Kids Makeup Kit,Art & Crafts,13.99,19.99,22,19.77,434.94,439.78,127.15999999999998
2022-06-19,18,Lego Bricks,Toys,34.99,38.99,82,38.99,3197.1800000000003,3197.1800000000003,328.0
2022-06-19,24,Nerf Gun,Sports & Outdoors,14.99,18.99,33,18.77,619.41,626.67,124.73999999999998
2022-06-19,25,PlayDoh Can,Art & Crafts,1.99,2.99,166,2.99,496.34000000000003,496.34000000000003,166.00000000000003
2022-06-19,26,PlayDoh Playset,Art & Crafts,20.99,24.99,31,24.82,769.42,774.6899999999999,118.73000000000006
2022-06-19,27,PlayDoh Toolkit,Art & Crafts,3.49,4.49,98,4.42,433.15999999999997,440.02000000000004,91.13999999999997
2022-06-19,29,Plush Pony,Toys,8.99,19.49,51,19.46,992.46,993.9899999999999,533.97
2022-06-19,30,Rubik's Cube,Games,16.99,18.99,66,18.11,1195.26,1253.34,73.92000000000007
2022-06-19,31,Splash Balls,Sports & Outdoors,7.99,8.99,202,8.58,1733.16,1815.98,119.17999999999998
2022-06-19,32,Supersoaker Water Gun,Sports & Outdoors,10.99,13.99,3,13.729999999999999,41.19,41.97,8.22
2022-06-19,33,Teddy Bear,Toys,10.99,12.49,14,12.38,173.32000000000002,174.86,19.460000000000008
2022-06-19,34,Toy Robot,Electronics,20.99,25.99,15,25.43,381.45,389.84999999999997,66.60000000000002
2022-06-20,1,Action Figure,Toys,9.99,15.99,103,15.689999999999998,1616.07,1646.97,587.0999999999999
2022-06-20,2,Animal Figures,Toys,9.99,12.99,63,12.99,818.37,818.37,189.0
